label,teks
Negatif,"Jika nanti punya pemimpin yang ingkar, jangan heran, karena pada tuhan pun manusia itu seringkali ingkar!! #pilkadadki2017"
Negatif,Fasisme musuh demokrasi. @aniesbaswedan merangkul dua sekaligus: Islamisme & orang2 Orde Baru. #PilkadaDKI2017 #DebatFinalPilgubDKI
Negatif,Bapak @basuki_btp Pemenang PILKADA 2017 @AhokDjarot BangunDki @AniesBaswedanID jangan STRES  kalau GATOT(gagal total)#pilkadadki2017
Negatif,"Lagi2 bicaramu ngawur tanpa fakta, jangan asal ngomong @aniesbaswedan @sandiuno @basuki_btp @RoryAsyari #pilkadadki2017 #debatpilkadadki"
Negatif,Pilkada telah ditutup dengan Debat (kusir) yang kusut kualitasnya. Debat terparah. #debatfinalpilkadadki #pilkadadki2017 #AhokDjarotDiRosi
Negatif,"Baru kali ini kau terlihat arogan pak Anies, saya menjadi tidak yakin untuk memilihmu #pilkadadki2017"
Negatif,"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce"
Negatif,"program asal ngomong begini jadinya, pemotongan warga #pilkadadki2017 #pilkadadkijakarta2017 #asalngomomg"
Negatif,"Waaaah ternyata dia sudah sadar, kalo selama ini salah pilih #BasukiDjarot @ahok_btp @AhokDjarot #pilkadadkijakarta2017 #PILKADADKI2017"
Negatif,Belajar mulai dari yang sederhana: Kursi dipakai untuk duduk. Tapi sejak kapan meja jadi tempat duduk? Pantas aja jadi Mendikbud dipecat!
Negatif,"Lho, Lagu Anies-Sandi Menjiplak Nyanyian Yahudi? http://m.jpnn.com/news/lho-lagu-anies-sandi-menjiplak-nyanyian-yahudi  #HashemMelech"
Negatif,Didiklah orang muda dengan akhlak dan integritas. Bukan ambisi kotor dan fitnah. Jangan omong doang. #pilkadadki2017
Negatif,#PilkadaDKI2017 Anies Dipolisikan karena Sebut #Ahok-Djarot Gusur 300 Titik di DKI http://detik.id/6Lraph
Negatif,Siapa menebar FITNAH dia akan menuai KALAH #pilkadadki2017
Negatif,Pemimpin yang Tegas ataukah Pemimpi yang Tega #PilkadaDKI2017
Negatif,"Lah, Ini Malah Ada Pelatihan OK-OCE Sabun Al-Maidah http://m.jpnn.com/news/lah-ini-malah-ada-pelatihan-ok-oce-sabun-al-maidah  #Pilka"
Negatif,Jangan kotori Lagi Balai Kota dengan Karangan Bunga http://obsessionnews.com @habiburokhman #AhokDjarot #Ahok #Anies #AniesSandi #MayDay2017
Negatif,Bukan timses #AniesSandi
Negatif,cara kampanye #Anies membuat Menteri agama mengeluarkan peraturan larangan kampanye di rumah ibadah. sdh jelas #AniesSandi menang karna SARA
Negatif,"Haha #AniesSandi kuoata saya banyak pak, pakai #telkomsel emang situ beliin saya pulsa atau beliin saya kuota"
Negatif,"Perayaan kemenangan #AniesSandi, tidak pakai papan kembang, tapi pakai kambiang â€” merasa bersyukur di Abunawas... http://fb.me/89nIV8t2r"
Negatif,Surat kocak Untuk Anies ... #indoharian #aniessandi #gubernurpilihan #gagalmoveone #suratrakyat #AniesSandiGubernurKita #gubernurdki
Negatif,"Bikin Macet, Warga Kelapa Gading Harap Proyek Tidak Mangkrak https://goo.gl/nlm8Xl  #AniesSandi #KelapaGading"
Negatif,#Pesta #Kembang dan #Lemper #Ayam http://obsessionnews.com #Ahok #AhokDjarot #Anies #AniesSandi #AniesSandiGubernurKita #PilkadaDKI #Jakarta
Negatif,Anies-Sandi Dinilai Loyo sehingga Berpotensi Dikangkangi Ormas Garis Keras http://bit.ly/2p3jbgb  #AniesSandi
Negatif,"Kalo cari suami tuh cari aja team keamanan #aniessandi.. Kotak aja djagain, apalagi kamu"
Negatif,Dua Program Ahok yang akan Dibatalkan Anies Anies-Sandi Ahok Djarot #GubernurJakarta #AniesSandi #Ahok
Negatif,#Ahok Sang Pemimpin #Bajingan Tumbang di #PilkadaDK2017  http://obsessionnews.com #AyoPenjarakanAhok #AniesSandi #aniessandimenang
Negatif,#ILCMerajutJakartaKembali Semoga bikin damai.. #AhokForBali1 Ada apa yaa... Kecikampek aja brow ada rumah #dp0 kayak programnya #aniessandi
Negatif,"walupun bukan orangJakarta, saya juga tidak pernah menyesal dan rugi dukung #AniesSandi Ayo kapan lagi bagi2 uang&sembako non pilkada??pret"
Negatif,Trus menyalahkan #AniesSandi .... sebuah sikap tak paham aturan. Gubernur sekarang siapa? @basuki_btp
Negatif,Program Anies-Sandi Dianggap Menyulitkan https://goo.gl/2ADg8E  #AniesSandi #KelapaGading
Negatif,Blunder sekali Pak @jokowi jika benar menteri dari PAN akan DITENDANG gara-gara dukung #AniesSandi & isu #AhokPenistaAgama masuk kabinet
Negatif,"Pendukung #AniesSandi Tim #ASBAK Siap Melakukan SEGALANYA.. ""MENEBAR FITNAH"" sana sini Demi kemenangan Anies.."
Negatif,sedikit pun kami tidak pernah #AniesSandi menjanjikan rumah DP 0% itu berbentuk #Rusun yang kami tau rumah berbentuk horisontal #SaveDP0%
Negatif,Sistem Amankan APBD oleh Ahok yang sudah berjalan ini jangan dihilangkan ya #AniesSandi Karena PASTI ada sesuatu jka di utak utik
Negatif,Ini bukan janji #AniesSandi lho! Tapi janjinya mas @jokowi. Mohon kawal terus.
Negatif,#Anies #Baswedan Penganut #Islam #Radikal atau #Moderat? http://obsessionnews.com
Negatif,#aniessandi 1 periode saja.
Negatif,@MarissaAnita kamu gunakan sebutan EKSTRIMIS kepada tim #AniesSandi itu persis sama dengan PENJAJAH BELANDA perang melawan mereka!
Negatif,"Mungkin, situs http://fitnahlagi.com  masih perlu dipertahankan, selama #AniesSandi belum dilantik. Untuk counter hoax. Cc: @JktMajuBersama"
Negatif,Kapan nih om @ruhutsitompul potong telinga #AniesSandiDKI1 #AniesSandi #islam @ILC_tvOnenews @aniesbaswedan
Negatif,"#AniesSandi mampu beretorika sangat indah, DP0% TERNYATA BAYAR 6 BULAN PERTAMA DNG CICILAN LUMAYAN, DAN ITU RUMAH SUSUN,"
Negatif,"Anies-Sandi Pimpin Ibu Kota, FPI akan Semakin Bertaring http://bit.ly/2p1mdBW  #PilkadaDKI #AniesSandi #FPI"
Negatif,"Sudah Curang, Kalah, itulah kekalahan yang sangat menyakitkan, Tidak bermartabat dan memalukan #politiksembako #pilkadajakarta #AniesSandi"
Negatif,"DP 0 persen ternyata beda dengan DP 0 rupiah, #AniesSandi #QEREN. lha bukannya sama2 0 ?lha 0 persen dari 350jt kan 0 rupiah ?atau beda ?"
Negatif,Hanya okee oce #okeoce solusi nya Cuma itu saja
Negatif,Mendapat surga itu tidak semudah tinggal nyoblos #AniesSandi #justsaying
Negatif,"Kadang lucu, milih #AniesSandi aja kagak tapi nagih minta rumah DP0% situ pada sehat dan waras??"
Negatif,Kasihan katanya anti reklamasi tapi kok diteruskan? Ayo dapat berapa uang bapak2 gub & wagub baru jkt? #aniessandi #bullshit #freak
Negatif,Saran untuk #AniesSandi merealisir Transportasi terintegrasi Tiket Rp.5000 seyogianya dibicarakan dengan @PT_TransJakarta & ORGANDA & MTI
Negatif,Menyambut kemenangan #aniessandi bbrp Alumni212 mencukur rambut ramai2 sambil bersolawat Duhâ€¦
Negatif,"yang penting janji2 rmh dp 0% n bantuan modal cepat cairkan. Kalo bohong, asset2 #AniesSandi hrs dijual untuk rakyat sesuai komitmen"
Negatif,"Prabowo: Terima Kasih, Habib Rizieq https://kumparan.com #PilkadaDKI #AniesSandi #TerimaKasihUlama #TerimaKasihHabib #AllahuAkbar"
Negatif,"Apa cuma Gue disini yang ngerasa banyak omong kosong dari sebelah pihak?, Gak terima kalah? Atau gak terima #AniesSandi menang? #PilkadaDKI"
Negatif,AKU titip JAYAKARTA @salimafillah #aniessandi
Negatif,Yang potong payudara/susu jika #AniesSandi menang kira2 gmana ini hahah . Hitz skali wkwkwk pak @basuki_btp ?
Negatif,Prabowo Subianto sebut Amin Rais sebagai Ayatollah Indonesia & Aburizal Bakrie sebagai mentor & arsitek pemenangan #AniesSandi #PilkadaDKI
Negatif,Kasus #AhokPenistaAgama bukan urusan timses #AniesSandi tapi urusan umat Islam sedunia & aparat penegak hukum Indonesia. #PenjarakanAhok!
Negatif,"#AniesSandi menang, pendukungnya puji syukur,#AhokDjarot kalah, pendukungnya nangis.Gak kbayang kalo Anies kalah, apa ada aksi2 & demo lagi?"
Negatif,"Bismillah beli rumah DP 0%, awas aja program ga jadi jalan #GubernurBaru #aniessandi"
Negatif,Kita mencari PELAYAN MASYARAKAT bukan PEMENANG PILKADA. #AhokDjarot #AniesSandi
Negatif,"Heran baca berita @liputan6dotcom berita #AniesSandi negatif terus, pantes portal beritanya sepi melempem. Payah!"
Negatif,"#AniesSandi berpihak atau tidak, adil atau tidak, bisa dilihat kok nanti dari titik2 Iklan di DKI. Di dominasi media @Hary_Tanoe atau tidak!"
Negatif,Andai saja ahok muslim pasti menang.. #pilkadaDKI #AhokDjarot #AniesSandi
Negatif,Ente Kafirun nantangin laskar #AniesSandi ??! Kite cari ente !! #JakartaBersyariah https://twitter.com
Negatif,"BIADAB !!! Kelakuan Kelompok Pendukung #AniesSandi Melebihi ""PENJAJAH"" & Terbukti Melampaui Kemampuan IBLIS #GueCintaNKRI #MasjidUntukSemua"
Negatif,kelakuan busuk lalu beri alasan busuk. sekarang lempar tai sembunyi tangan lalu nunjuk yang lain. MEMALUKAN klakuan pendukung #AniesSandi
Negatif,kasian.. masjid dijadikan alat tempat balas dendam.. takbir dilontarkan untuk memuaskan kebencian.. benar2 PARAH pendukung #AniesSandi
Negatif,Sangat Buruknya Klakuan Pndukung #AniesSandi Stelah Ceramah Politik di Masjid Lanjut Takbir Pengusiran Djarot dri Masjid
Negatif,Kuota @aagym lagi abis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot
Negatif,Akun @CangHaris akun provokator & bukan bagian dari timses #AniesSandi. Timeline @CangHaris lebih mencirikan akun Ahokers. Waspadalah!
Negatif,#aniessandi #bhinekatunggalika #isusara Kubu Anies-Sandi Serukan Stop Politisasi Kebhinekaan http://dlvr.it/NtcTLN
Negatif,#SyuhadaTPS siap Kawal !! Kami siap Mati kawal kemenangan #AniesSandi ! #AniesKalahMuslimMarah !!
Negatif,FITNAH !!! Akun #HoaxerPanik #HoaxerKepanasan sebentar lagi #AniesSandi menang !
Negatif,"Mobil mobil yang kena macet ke arah Mall Taman Anggrek , tempelin stiker ! Tanya sopirnya pilih #AniesSandi ato bukan !!"
Negatif,"Hari ini bhineka tunggal ika tidak akan berlaku, karena kita di hdapkan dengan pilihan yang berbeda. #aniessandi #StopPolitisasiBhinneka"
Negatif,Tadinya saya suka baca @okezonenews tapi  isinya terlalu memihak #AniesSandi sebaiknya media bersikap #netral betul tidak #BasukiDjarot ?
Negatif,Bagian 1 .. Bukti Radikalis Pendukung Teroris Di Belakang @AniesBaswedan #AniesSandi #AhokDjarot #MencariPemimpin
Negatif,"Cuma kota Jakarta, PKS di Papua malah berkoalisi dukung gubernur Kristen #AniesSandi #SandiUnoCabul"
Negatif,"tulisan @fahiraidris ini misalnya. dia mencoba membranding #aniessandi yang pluralis, tapi konseptualnya absurd banget."
Negatif,Ahok menistakan agama untuk menang pilkada - Logika timses @aniesbaswedan #MataNajwaDebatJakarta #salambersama #okeoce
Negatif,"Yang lain mabuk miras sama mabok kecubung, lha aku mabuk #OKEOCE"
Negatif,Jangan jiplak Program #OKEOCE hasil bikinan pendukung penista agama
Negatif,"garansi nya global kak, refurbish, garansi bank #okeoce 3hari kalau cacat produksi boleh tukar (jadi ingin berkata kasar)"
Negatif,"Munafik, katanya tidak boleh jualan agama, tapi paling frontal bawa agama, sabar min @Gerindra yang penting #OkeOce"
Negatif,karangan bunganya buat pak ahok-djarot doang nih? buat anis-sandi mana? <grining face with smile eye>
Negatif,Apa yang dilakukan anies sandi setelah menang pilkada DKI? mungkin lagi blusukan memakai heli ke ujung kulon atau papua <grining face with smile eye>
Negatif,"Yang lucunya di Pilkada DKI adalah Ahok-Djarot yang kalah, justru mendapatkan Simpati dari Masyarakat dibandingkan kemenangan Anies-Sandi"
Negatif,"Kalo Ahok kalah, Anies-Sandi menang? Paling juga Jakarta akan seperti dulu lagi, saling rukun, koruptornya <grining face with smile eye> <grining face with smile eye> <Lying Face> <Lying Face> #PilkadaDKI"
Negatif,"Berita Badja: Rencana Ahok jika menang atau kalah, Berita Anies-Sandi: hanya kecurangan besar yang bisa mengalahkn kami #pilkadaDKI"
Negatif,ANIES SANDI Kalah di Debat Final Pilkada DKI https://goo.gl/eEwlma  via @KaskusTV
Negatif,"Jadi kalo kalah, pasti badja berbuat curang? Picik <Grimacing Face>  Prabowo Sebut Anies-Sandi Akan Menang Pilkada DKI jika Tidak Dicurangi"
Negatif,Kenapa waktu kampanye Sandi malah ke Cianjur? Anies minta dukungan Aher? Hhmm.. Jabar siap2 dilanda Anies-Sandi 2018 <Zipper-Mouth Face> Siap2 kalah Pilkada
Negatif,Pilkada kok panitianya banyak pakai kaos salam bersama. Mereka panitia apa tim pemenangan Anies-Sandi? Sudah main licik aja masih kalah
Negatif,"Setelah AHY kalah di pilkada DKI putaran 1, menuju putaran 2 ini Anies-Sandi yang bakal diserang habis-habisan oleh buzzer2 ahox."
Negatif,#Paslon3  Anies-Sandi kl kalah #pilkadaDKI pindah nyalon ke Kab. Bogor kyknya cocok nih. Bogor butuh Entrepreneurship and education
Negatif,"Kekuatan partai2 di Jatim mei 2017, paska pilkada DKI. Perhatikan partai pendukung anies-sandi. Semua turun.."
Negatif,anies sandi menang pilkada dki #terimakasihFPI
Negatif,"cek kaos para pendukung Anies-Sandi,kaos2 provokatif yang dipakai saat pilkada DKI dipakai dalam syukuran, dan mereka bicara rekonsiliasi"
Negatif,"Yang bilang Anies Sandi menang pilkada DKI karena menang di visi misi dan program mereka untuk Jakarta, boleh dong RT. <Zipper-Mouth Face>"
Negatif,"Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid, musolah masa seperti itu kampanye politik pilkada,tiap pengajian bagi2 duit"
Negatif,"DP 0% angsuran 30th itu program yang siap sengsarain cagub 5 periode berikutnya #aniessandy kabur, gubenur baru babak belur"
Negatif,ditunggu konfirmasinya soal bini muda @aniesbaswedan oleh @RatnaSpaet #okeoce #salambersama #gue2 jangan ngeles ya
Negatif,Fitnah nih Menteri Pendidikan punya binimuda? Duh KW aspal semua @SangPemburu99 @aniesbaswedan @selenakoe Anies sibuk urus istri muda
Negatif,"Artis bor sumur ngebor lagi,mulai kaku itu tangannya #AnisSandi #OkeOce <OK HAND>"
Negatif,"Dan nginulpun terdiam <Face Without Mouth> . #dacademy4 Salam #OkeOce, #CoblosPecinya"
Negatif,"Wajah politik santun penuh kata mAnies bertabur wacana, dusta dan Sandiwara... #OKEOCE #salambersama #tetapahok #gue2"
Negatif,"Hati2 terprovokasi ya teman. Ini bukan wajah islam, ini wajah politik. <Disappointed Face>"
Negatif,"orang kaya mah bebas, tajir melintir. Alhamdullilah. #OkeOce"
Negatif,Oh ya? #OkeOce
Negatif,Intelijen bayaran itu yang bermain tapi Alhamdulillah masyarakat CERDAS menanggapinya #OkeOce
Negatif,"Isis juga lagi proses hukum, terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot, asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>"
Negatif,#RIP Logika dan nalar @ices_ardhono #salambersama #okeoce #tetapahok #gue2 #dpNol
Negatif,@GunRomli vs @ahmadfuadanwar lebih seru nonton nya dari acara debat #okeoce
Negatif,#debatfinalpilkadadki Hhahahaa.. #OkeOce atau OKE-NGOCEH??? @aniesbaswedan
Negatif,Apalagi ada yang mau berpihak sama ormas abal abal #fitsahats #firzahots #okeoce #salambersama #tetapahok #kampanyeahokjahat
Negatif,"Cagub kerja vs cagub wacana, cagub fakta vs cagub dusta #tetapahok #salambersama #okeoce #BeragamItuBasukiDjarot #kampanyeahokjahat"
Negatif,@aniesbaswedan memang #pantasDipecat karena bikin masyarakat tambah bego #okeoce #salambersama #dp0 #GubernurGu3 https://twitter.com
Negatif,"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce"
Negatif,#debatfinalpilkadadki ada oke oce. Ada oke mart. Lama2 ada oke jek hahaha ogah kerja ogah capek #okeoce
Negatif,Boss.. bisa cabut pasang kaya kebijakan reklamasi! #OKEOCE
Negatif,Ahok 100% masuk akal Anies 100% manis-manis bullshit #DebatPilkadaDKI #okeoce #TeamAnies #TeamAhok
Negatif,"Adekku baru saja mengatakan arti #OKEOCE, katanya Ogah KErja Ogah CapE <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Closed Eyes>"
Negatif,"Yang penting ngecap, tidak lucu juga kan kalau diam saja #OkeOce"
Negatif,#okeoce mas <FACE WITH TEARS OF JOY> (jawaban saya gak muter2 kan?) <Face With Stuck-Out Tongue & Closed Eyes>
Negatif,Katakan tidak untuk #OkeOce #debatfinalpilkadadki
Negatif,Jawaban kok #OkeOce saja
Negatif,Mbak Ira kusno bajunya tidak pas kurang cerah sedikit..apa Gara2 blush on nya ya #okeoce jadi tegang itu yang lagi debat  <Smiling Face With Open Mouth & Cold Sweat>  #kurangpenting
Negatif,jangan susah2 pak pertanyaannya ..... Bisanya #OkeOce saja
Negatif,"Apapun pertanyaannya, jawabannya pasti #okeoce #DebatPilkadaDKI"
Positif,Kami yakin jika pasangan #AniesSandi akan membawa kemajuan dan kesejukan bagi Jakarta. #PilkadaDKI2017
Positif,#PilkadaDKI2017 KPU: Anies-Sandi unggul di seluruh Jakarta
Positif,Fahri Harapkan Anies-Sandi Loyal ke Jokowi #PilkadaDKI2017
Positif,"#PilkadaDKI2017 Anies Sandi Gubetnur Baru, Selamat Bekerja, Semoga amanah dan Istiqomah janji janjinya, amien ya robbal allamin"
Positif,Anies Merasa Sudah Menang TKO atas Ahok #PilkadaDKI2017
Positif,Selamat untuk Pasangan No. 3 Anies- Sandi. #pilkadadki2017 Mari kita tingkatkan persatuan Indonesia..
Positif,Mari lebih bekerja keras dan semoga dapat mengemban amanah. #AniesSandi #AmanatNasional #PilkadaDKI2017
Positif,Mayanlah PKS kepala dinas RT @jpnncom: PKS Jamin Anies-Sandi Tak Bedakan Warga Jakarta #PilkadaDKI2017
Positif,"macem2 ya keramaian pilkada dki. ada yang potong nenen, ada yang jago ngeles karena ramalan. anyway Selamat pak Anies-Sandi #pilkadadki2017"
Positif,Beliau unggul 58% dalam perhitungan suara Pilgub DKI 2017 versi quick count sejumlah lembaga survei. #AniesSandi #PilkadaDKI2017
Positif,Udah ya netizen! Tubirnya udah! Anis Sandi kan dah menang nih. Udah. Jangan tubir mulu #pilkadadki2017
Positif,"Jakarta punya gubernur baru , selamat dan jangan lupa jalankan janji janji manisnya  #pilkadadki2017"
Positif,Selamat dan sukses buat Gubernur dan wakil Gubernur Jakarta yang baru #pilkadajakarta #pilkadadki2017
Positif,"Alhamdulillah, #PilkadaDKI2017 keren, mancarli: aman lancar terkendali Tks Jakarta, sdh berikan hal menarik. Selamat u Gub-Wagub terpilih."
Positif,Tugas berat menanti mas @aniesbaswedan dan bang @sandiuno . Semoga amanah mewujudkan janji dan keinginan warga Jakarta. #PilkadaDKI2017
Positif,"Enak ya sekarang jadi orang JAKARTA, rumah dp 0%, kemana2 cuma 5 ribu #pilkadajakarta #pilkadadki2017 #PilkadaDKIJakarta"
Positif,Selamat untuk Pasangan No. 3 Anies- Sandi. #pilkadadki2017 @ Duren Tiga Selatan https://www.instagram.com/p/BTD7zIdFCwC/
Positif,Selamat @aniesbaswedan @sandiuno @prabowo @Fahrihamzah @fadlizon @HABIBRIZIEQFPI Atas kemenangan #pilkadaDki2017 semoga bs lebih maju DKI
Positif,Prabowo yakin Anies-Sandi menang http://ow.ly/Iadz30aYrxV  #PilkadaDKI2017
Positif,Selamat Pak Anies-Sandi..Gubernur dan wakil gubenur kami semoga selalu amanah #jakartaelection2017 #pilkadadki2017 @aniesbaswedan @sandiuno
Positif,"Mendengar pidato Anies barusan, berharap memang yang menang adalah gubernur baru utk Jakarta lebih baik, bukan radikalisme. #PilkadaDKI2017"
Positif,semoga program gubernur terpilih terwujud nyata dan program yg sedang berjalan sesuai harapan #pilkadadki2017
Positif,"Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan, mari bersatu untuk maju. #pilkadadki2017"
Positif,"Akhirnya Jakarta punya gubenur baru. Selamat untuk warga Jakarta. Semoga makin maju, aman, dan sejahtera. #pilkadadki2017"
Positif,HEY......yang menang jangan sombong yang kalah jangan marah!!! #pilkadadki2017
Positif,"#pilkadadki2017 jika ahok djarot menang, mereka tinggal melanjutkan tugas mereka, dan jika anis sandi menang, mudah-mudahan bisa lebih baik."
Positif,Kalo dilihat dari hasil QC sampai jam 14.35 sepertinya yang akan menang Anies-Sandi #pilkadadki2017
Positif,Selamat buat Anies Sandi yang unggul dalam hitung cepat #pilkadadki2017
Positif,Sudah memilih yang berpeci #pilkadadki2017 @ Jakarta Pusat(kemayoran) https://www.instagram.com/p/BTDcTtlh6Lb/
Positif,#PilkadaDKI2017 semoga #AniesGubernurBaru buktikan bahwa jakarta memiliki pesta demokrasi terbaik di Indonesia !!
Positif,Lantunan Shalawat Iringi Sandiaga Uno dan Keluarga Menuju TPS https://goo.gl/fb/q4Kxjg  #seruji #fokus #pilkadadki2017
Positif,"Kalau tidak mau di DUA kan, jadilah orang keTIGA #pilkadadki2017 @ Cikini, Menteng https://www.instagram.com/p/BTDS6RyjNqJ/"
Positif,"Sandi Yakin Menang, Minimal di TPS Sendiri #PilkadaDKI2017"
Positif,Ornamen Betawi Hiasi TPS 28 Tempat Anies Nyoblos. https://goo.gl/FVZA0B  #pilkadadki2017 #tps28 @aniesbaswedan
Positif,"Aku asli suku betawi, aku akan pilih pemimpin muslim yang akan jadi pemimpin Jakarta #pilkadadki2017 #pilkadajakarta ALLAHUAKBAR 3x !!"
Positif,Anies-Sandi Bakal Upayakan Hal Ini untuk Buruh di Jakarta #AniesSandi #Buruh #Jakarta http://bit.ly/2oXCggA
Positif,Seneng lihat expresinya #gubernurbarudkijakarta #milad19pks #aniessandi #salambersama https://www.instagram.com/p/BTgLmrBjg68/
Positif,"Unggul di Semua Wilayah, #AniesSandi Raih 57,96% http://obsessionnews.com #AniesSandiGubernurKita #AniesSandiWiner #Ahok #AhokDjarot"
Positif,Manfaat #Oposisi Loyalis #Badja Terhadap Gubernur Baru DKI http://obsessionnews.com#Ahok #AhokDjarot #Anies #AniesSandi
Positif,Anies Larang Warga DKI Buka Medsos Atas Nama Rekonsiliasi #Anies #AniesBaswedan #AniesSandi #Medsos http://www.berita168.com/ via @berita168
Positif,"Janji Kampanye, Anies Yakin APBD DKI Cukup #JanjiKampanye #AniesSandi https://www.harianbernas.com"
Positif,"Keren, ada karangan bunga TANDINGAN ajakan untuk dukung #AniesSandi, lucu juga ya.."
Positif,Anies-Sandi Diharapkan Perhatikan Olahraga DKI Jakarta #AniesSandi #Olahraga #DKIJakarta https://www.harianbernas.com
Positif,Ikhtiar #AniesSandi yang sesungguhnya adalah mengembalikan & menghadirkan keadilan bagi wargaâ€¦ https://www.instagram.com/p/BTaCJKngUzg/
Positif,Setelah #AniesSandi menggulirkan ide rumah #DP0 jadi makin banyak orang membicarakan rumah murah. Itulah kekuatan gagasan seorang pemimpin !
Positif,Ini janji Kampanye Anies_sandi bidang Wirausaha.. https://goo.gl/Ur6MRA  #PilkadaDKI #aniessandi #aniessandimenang #klikwarga #suarart
Positif,Ayo Sahabat Bersiap Kerja Nyata Bersama Untuk Jakarta #MajuBersama #AniesSandi #okoce https://www.instagram.com/p/BTYTTwogJGp/
Positif,Aku bukan orang jakarta tapi saya berdoa untuk #aniessandi
Positif,@temanAhok @sahaL_AS @GunRomli @addiems Karangan bunga kematian karena #AhokTumbang kekuasaannya&akan segera BERAKHIR. WELCOME #AniesSandi
Positif,Anies - Sandi: Pastikan Akan Menutup Hotel Alexis dan Malioboro http://monystars.com/hotel-alexis/  #aniessandi #sandiagauno #aniesbaswedan
Positif,Apa Saja Dampak Kemenangan Anies-Sandi Terhadap Pergerakan Saham? - https://apaansih.id/#Apaansih #GombalinAhok #AniesSandi #UbahJakarta
Positif,"Betul pak, #AniesSandi kecil mampu mengalahkan #AhokDjarot yang besar"
Positif,Semua adalah Warga Jakarta Jadi Payungi Semua Sapa Semua Program #AniesSandi untuk Semua https://www.instagram.com
Positif,Masih Seputar #PilkadaDKI http://obsessionnews.com/masih-seputar-pilkada-dki/ â€¦ #Anies #AniesSandi #Ahok #Jakarta
Positif,"Terima kasih kepada warga Jakarta yang telah memilih #AniesSandi khususnya warga Kebayoran Baru, kita kawal amanah ummat ini #SalamBersama"
Positif,Selamat datang #GubernurBaru #AniesSandi amanah telah menanti Maju Kotanya Bahagia Warganya
Positif,Pasangan #AniesSandi merupakan pasangan yang ideal untuk #MerajutJakartakembali dari dinamika yang terjadi diIbu Kota Jakarta. #ILC
Positif,Kok masih dibahas? Ini sudah di-counter di situs anti HOAX tim #AniesSandi
Positif,"@maspiyuuu fakta 58% pemilih #AniesSandi sepakat, untuk #AhokForBali1, sbaliknya pmilih #Ahok yang 42% gmana? #JanganHipokrit"
Positif,Saksikan Live Merajut Jakarta Kembali bersama Bang Anies dan Bang Sandi. #tvone #aniessandiâ€¦ https://www.instagram.com/p/BTTx-ulBtil/
Positif,Kerinduan ini mencapai klimaksnya akan sosok gubernur Jakarta yang cinta Persija (Insha Allah) Chant #AniesSandi pun bergema di stadion
Positif,@JktMajuBersama Sambil nunggu hasil resmi KPU. Yuk kawal #AniesSandi & rangkul smua... http://fb.me/W7EoLl8p
Positif,Silaturahmi bersama teman-teman media yang selama ini mengikuti kegiatan kampanye kami. Terima kasih semuanya! Salam bersama! #AniesSandi
Positif,"Era #AniesSandi pastinya tidak ada lagi ucapan PEMAHAMAN NENEK LOE!, ucapan yang ada hanyalah prilaku santun... http://fb.me/24ysSwMOQ"
Positif,"Bersama Mas Sugeng, pelaku UMKM Gultik. Saya undang ke posko pemenangan. Semoga usaha tambah sukses dan semakin OK-OCE! #AniesSandi #OKOCE"
Positif,#okeoce selalu dihati #pilkadadki
Positif,"Perumahan DP 0%, Pemprov Harus Subsidi Rp 52 Juta Per Unit https://goo.gl/GEyUeP  #ProgramAniesSandi #JanjiKampanye #AniesSandi"
Positif,Kemenangan #AniesSandi kemenangan warga Jakarta! Umat Islam masih harus terus berjuang menuntut keadilan hukum terhadap #AhokPenistaAgama
Positif,#ahok #temanahok #aniessandi Teman Ahok Minta Anies-Sandi Harus Lebih Baik dari Ahok http://dlvr.it/Nyqxzd
Positif,"Kemenangan #AniesSandi di #PilkadaDKI putaran ke 2 bukan kemenangan sekelompok orang,tetapi kemenangan seluruh warga DKI rakyat Indonesia."
Positif,"2. Semoga @aniesbaswedan @JktMajuBersama @sandiuno melebur semua relawan menjadi RELAWAN JAKARTA yang bersatu!#AniesSandi, #menyatukan"
Positif,"Cfd bersama sandiaga uno..seru,rame & menyehatkan.. #aniessandi #gubernurdkijakarta #okeoceâ€¦ https://www.instagram.com/p/BTNmfVBgqDs/"
Positif,Tim Transisi Anies-Sandi Usulkan Program DP 0% Masuk APBDâ€¦â€¦ https://goo.gl/fb/NxNsv5  #nasional #aniessandi #apbd #dp #masuk #program #t
Positif,Dahsyat. Tidak Menyesal nyoblos #aniessandi kemarin
Positif,#AhokDjarot yang menerapkan Open Government & Good Governance dengan triple pasword untuk APBD DKI membantu #AniesSandi merealisasi program!
