teks,label,skor,label-aspek,skor-label-aspek
kerja jahat cakap benda rumah,Netral,0,Kompensasi,0
jahat kerja,Negatif,-1,Kompensasi,0
start selesa kerja jahat,Netral,0,Kompensasi,0
kerja posisi anak proses suami bangun rumah kerja jahat banget cari kerja susah anak,Negatif,-1,Kompensasi,0
jahat kerja,Negatif,-1,Kompensasi,0
minggat kerja jahat,Negatif,-1,Kompensasi,0
tendang biru tendang kerja jahat tahan,Negatif,-1,Kompensasi,0
senang kena kerja jahat sedih duit hasil kerja,Negatif,-1,Kompensasi,0
kerja jahat tahan,Negatif,-1,Kompensasi,0
kerja jahat banget kayak asem manis,Negatif,-1,Kompensasi,0
stres kerja kerja perangai kerja jahat salah punca henti kerja mental ganggu,Negatif,-1,Kepuasan Kerja,1
kerja lampau jahat penat,Negatif,-1,Kompensasi,0
kerja kerja jahat cepat penat penat perangai manusia,Netral,0,Kompensasi,0
bilang kerja jahat jahat sender pengin introspeksi masuk enak bikin ribet asli,Negatif,-1,Kompensasi,0
jahat titik capek hubung kembang alias situasi sisa tuduh kali ribut sayang egois dominasi hubung putus masuk,Negatif,-1,Kepuasan Kerja,1
jahat jerat jahat kasih masuk tahan hubung hubung nyata,Negatif,-1,Kompensasi,0
kerja jahat,Negatif,-1,Kompensasi,0
bantu bimbang banget jujur alas pengin kerja nalar manusia,Positif,1,Kompensasi,0
lingkung kerja jahat alur bikin pengin tahan kesan sindir mari teman,Negatif,-1,Hubungan,3
kayak kerja jahat bikin trauma banget kerja takut bawa takut ulang,Negatif,-1,Kompensasi,0
teman cerita cerita kerja jahat pindah jahat,Negatif,-1,Hubungan,3
kerja jahat tahan bentar moga rejeki,Positif,1,Kompensasi,0
kerja jahat cari kerja,Negatif,-1,Kompensasi,0
sikap jahat lingkung pengaruh kerja keluarga keluarga lingkung kerja mental jahat jaga arus racun,Negatif,-1,Hubungan,3
moga sponsor lancar kerja lingkung jahat amin,Positif,1,Kompensasi,0
kerja jahat moga lingkung jahat mata banget sisa cari lingkung,Negatif,-1,Kompensasi,0
capek banget orang orang jahat kerja,Netral,0,Kepuasan Kerja,1
kerja jahat,Negatif,-1,Kompensasi,0
amit usaha nyata jahat lihat dampak performa kerja efek sakit igau kerja tidur pikir negatif kompromi sehat nomor,Negatif,-1,Kompensasi,0
jahat kerja,Negatif,-1,Kompensasi,0
jahat kerja,Negatif,-1,Kompensasi,0
kerja jahat banget,Netral,0,Kompensasi,0
salah salah manusia jahat kerja laku,Negatif,-1,Kompensasi,0
mental kondisi kerja jahat kerja sesuai desk kerja hancur orang keluarga orang posisi waras mental hidup keras tuhan,Positif,1,Kompensasi,0
lingkung orang jahat lingkung rumah kerja keluarga beliau turun dunia imbang hidup,Netral,0,Kompensasi,0
mulut jahat senior buli junior kerja jahat lari kerja arab,Negatif,-1,Kompensasi,0
ketemu orang orang kerja lupa kerja jahat,Netral,0,Kompensasi,0
bayang dedikasi antri bpjs kerja jahat level,Netral,0,Kompensasi,0
pengin kerja dilema orang orang capek kerja jahat,Negatif,-1,Kepuasan Kerja,1
kerja jahat,Negatif,-1,Kompensasi,0
jahat,Negatif,-1,Kompensasi,0
kerja jahat,Negatif,-1,Kompensasi,0
biar kerja anak magang banget salah dikit bilang baperan cerita kantor jahat banget kontrak,Negatif,-1,Kompensasi,0
sumpah kerja jahat banget pulang curhat info,Negatif,-1,Kompensasi,0
kerja jahat gaji rezeki,Netral,0,Kompensasi,0
keluarga jahat pasang jahat kerja jahat jahat orang,Negatif,-1,Kompensasi,0
hidup lingkung jahat kerja,Negatif,-1,Kompensasi,0
kerja lingkung jahat pelangi pengin banget sembuh lamar kerja tolak pikir pasang kayak orang jahat jahat,Negatif,-1,Kompensasi,0
jahat kerja,Negatif,-1,Kompensasi,0
kerja jahat sabar jela fikir,Netral,0,Kompensasi,0
keluh kesah utama jahat kerja sadar lingkung kerja jahat,Negatif,-1,Kompensasi,0
suka uang jahat bodo ganti duli sesuai kontrak kerja lingkung kerja asyik gaji libur bagus paket,Positif,1,Kompensasi,0
nyaman kerja jahat pengin menang,Netral,0,Kompensasi,0
kayak paruh stres menang sedih sakit stres skripsi putus cinta operasi usus buntu tinggal nenek tinggal stres kerja jahat,Negatif,-1,Kepuasan Kerja,1
penat kena hadap jahat kerja,Negatif,-1,Kompensasi,0
suka heran jahat kerja tinggal bilang sulit kerja,Negatif,-1,Kompensasi,0
kuat bawa kerja sebel jahat kerja malas,Negatif,-1,Kompensasi,0
bikin jahat kerja person real ampun,Netral,0,Kompensasi,0
bingung standar jahat orang saran maksud mental pasuk lembur biar sangon,Negatif,-1,Kompensasi,0
kerja keras binatang kerja keras peras keras suruh kerja jahat,Negatif,-1,Kompensasi,0
kerja jahat kerja alhamdulillah,Netral,0,Kompensasi,0
kerja mesti jahat situ pikir kali,Negatif,-1,Kompensasi,0
contoh hubung jahat cewek agens fandom profit bikin rugi utang agens induk kalah agens,Negatif,-1,Kompensasi,0
curhat trauma kerja gara-gara rekan kerja jahat trauma efek kerja besok kerja percaya banget,Positif,1,Hubungan,3
lucu banget kerja dukung cari kerja bagus jahat banget semangat rekomendasi kerja,Positif,1,Hubungan,3
telusur bayar lingkung kerja jahat bagus paksa tahan keburu depresi anak orang,Negatif,-1,Kompensasi,0
mental rusak banget jahat,Netral,0,Kompensasi,0
kawan intern jumpa menang cerita jahat intern orang kerja pakai selidik habis melulu putus sesal,Negatif,-1,Kompensasi,0
salah budaya jahat orang indonesia urus hidup pribadi orang netizen perang komentar bela selebgram kait hidup biar keluarga,Negatif,-1,Kompensasi,0
jahat kerja masuk akal rela begadang kerja libur saing rekan kerja kasihan kerja efektif sesuai lihat malas,Netral,0,Hubungan,3
level staff pergi toilet kena lepas tender mental jahat,Negatif,-1,Kompensasi,0
september kemarin jahat kerja kantor kantor senang banget banget banget menang,Positif,1,Kompensasi,0
kerja negatif marah malas pergi kerja kerja teruk kaki bawang kipas susah gaji,Negatif,-1,Kompensasi,0
jahat kepala jahat alam,Negatif,-1,Kompensasi,0
contoh jahat patut wujud tengok jepun ajar berdikari bina jati,Netral,0,Kompensasi,0
lingkung jahat tinggal tahan alas enak sehat hidup bego,Negatif,-1,Kompensasi,0
dunia kerja utuh berangkat kerja pagi kantin kantor coba survey kota pusat kabupaten bekas,Negatif,-1,Kompensasi,0
nama jahat orang capek sedih kesal kali tuju kerja berat banget gila kuat banget tepar,Netral,0,Kepuasan Kerja,1
tanda kerja verbal normal manager amik janji mungkir orang ambil kredit kerja ramai orang tipu staff senyum pilih kasih,Negatif,-1,Kompensasi,0
salah juang tahan hidup singkat cerita masuk jahat bilang kerja tolong,Negatif,-1,Kompensasi,0
sindir sindir jahat jahat kaca banget kerja enak suruh kerja biar proses banget kerja jahat jahat jahat,Negatif,-1,Kompensasi,0
orang kerja letih sedih stres kerja jahat cari marah cakap,Negatif,-1,Kepuasan Kerja,1
capek banget anjing pasang topeng kerja jahat,Netral,0,Kepuasan Kerja,1
tahan tahan kerja jahat,Negatif,-1,Kompensasi,0
sedih kerja jahat sedih sangka manusia rupa perangai jangka dahsyat sakit orang balas akhirat,Negatif,-1,Kompensasi,0
berat banget berangkat kerja kayak malas malas orang lingkung kerja jahat banget,Negatif,-1,Kompensasi,0
pergi kerja kerja jahat sumpah sedih orang sanggup mudah suami bakar semangat bahagia lepas bodoh,Negatif,-1,Kompensasi,0
habis kerja rekan jahat,Negatif,-1,Hubungan,3
suami kerja start jahat jahat,Negatif,-1,Kompensasi,0
cewek sender habis kontrak lega lingkung kerja jahat sender biar sisi pikir sender pusing sender tulang punggung keluarga,Negatif,-1,Kompensasi,0
kerja jahat cuti cuti adek kena orang,Negatif,-1,Kompensasi,0
kerja jahat henti payah,Negatif,-1,Kompensasi,0
wujud kerja jahat langsung jahat takut kandang buaya masuk kandang harimau,Negatif,-1,Kompensasi,0
stres kerja kerja perangai kerja jahat salah punca henti kerja mental ganggu,Negatif,-1,Kepuasan Kerja,1
baca gambar lepas habis intern masuk kerja start nyepi tahan kerja jahat,Negatif,-1,Kompensasi,0
seru kerja jahat gaji lumayan orang jahat kerja lawan tantang langsung kicep,Negatif,-1,Kompensasi,0
ajar banget hidup betapa orang kadang sadar kerja jahat jarak umur paut temu lingkung kayak keluarga,Positif,1,Kompensasi,0
orang tukar kerja stres kerja jahat patut seronok tahi tuduh,Negatif,-1,Kepuasan Kerja,1
terima kasih sedia wawas orang alami jahat paham alam golong paksa perhati milik,Netral,0,Kompensasi,0
tips hadap orang jahat kerja jahat perangai karut cakap faktor usia,Negatif,-1,Kompensasi,0
kuliah farmasi kerja jahat,Negatif,-1,Kompensasi,0
sender pengin banget sembuh sender tolak pikir pasang inti jahat pasang kerja pasang,Positif,1,Kompensasi,0
semenjak ketemu orang tulus hidup sosial lingkup personal profesional asia jahat banget komen respon bentuk bumbu,Positif,1,Kompensasi,0
rasai nama kerja zona nyaman jahat kerja jahat teman kerja jahat kayak rasai,Negatif,-1,Hubungan,3
jahat gaji lampau sikit bonus kerah tenaga langsung bayar kena tahan maki rumah,Negatif,-1,Kompensasi,0
jahat gaul jahat pandai gaul suka cerita buruk orang lepas pilih kasih kerja long kerja,Negatif,-1,Kompensasi,0
omong kerja jahat teman jahat lingkung jahat mending kaca omong jahat orang semangat pagi,Negatif,-1,Hubungan,3
lingkung kerja pengaruh harap cari alam gaji lingkung kerja jahat omong lingkung kerja cibir,Negatif,-1,Kompensasi,0
arti usaha bilang jahat staff pakai jalur rekan kerja lihat situ coba bokap bokap tegur suka,Netral,0,Hubungan,3
gampang anak kakak anggur adik lulus orang pensiun kerja jahat,Negatif,-1,Kompensasi,0
buram maksud lingkung kerja jahat kayak kayak kerja marah normal,Negatif,-1,Kompensasi,0
umur jahat kerja,Negatif,-1,Kompensasi,0
definisi stres toksik laku usia tekan henti sokong patut jaga intervensi lang alam dewasa,Positif,1,Kepuasan Kerja,1
kerja jahat plus kapai,Netral,0,Kompensasi,0
pengin coba takut salah ambil putus kuat jahat banget usaha keluarga milik keluarga milik rasai susah keluarga notabene jilat kerja,Negatif,-1,Kompensasi,0
dunia kerja orang kali kali beda bela lingkung jahat rekan kerja jahat kayak,Negatif,-1,Hubungan,3
orang stres kerja rana tugas galas rana perangai setan orang kerja orang henti kerja stres orang keliling jahat,Negatif,-1,Kepuasan Kerja,1
jahat diam orang bikin bikin cermin biar kalah sakit egois kayak cermin,Negatif,-1,Kompensasi,0
jahat mudah percaya anggap orang,Netral,0,Kompensasi,0
kerja orang bahagia kerja orang suka geng orang puak orang layan orang tegur tegur orang diam diam gaji bahagia jahat orang drama,Negatif,-1,Kompensasi,0
video orang bilang lingkung jahat balas video beliau jahat kasihan mbak pepatah pandu,Negatif,-1,Kompensasi,0
nyata lingkung kerja jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Positif,1,Kompensasi,0
kerja jahat pilih diam tahan jahat kejam takut jahat gali rahasia hidup senjata,Negatif,-1,Kompensasi,0
tanda kerja budaya jahat kelompok start kelompok mesti gosip jalan pokok goyang angin,Negatif,-1,Kompensasi,0
jahat,Negatif,-1,Kompensasi,0
selesai cerdas komunikasi wajar emosi sayang dewa kerja orang pintar jahat,Negatif,-1,Kompensasi,0
semangat coba cuek balas prestasi kerja ambil hati lingkung kerja jahat karir,Negatif,-1,Kompensasi,0
pengin cari aman nyaman harga nyata jahat,Netral,0,Kompensasi,0
jahat diam malas gaduh over over,Negatif,-1,Kompensasi,0
episode jahat,Negatif,-1,Kompensasi,0
kantor jahat rupa rejeki terkadang kantor jahat kembang cocok kerja pulang ambil gaji,Positif,1,Kompensasi,0
kerja takut jahat orang inkompeten usaha bedak julid tinggal cabut kerja sampah kerja inkompeten tukang julid,Negatif,-1,Kompensasi,0
sadar kantor jahat suka bilang keluarga,Negatif,-1,Kompensasi,0
sikap toleh bagus lepas jahat tinggal kerja jahat bagus amal sikap lepas toilet orang bayar hasil,Netral,0,Kompensasi,0
perangai orang jahat kerja selesa,Netral,0,Kompensasi,0
jahat jenis cepat risau over fikir orang talk,Negatif,-1,Kompensasi,0
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Negatif,-1,Kepuasan Kerja,1
jahat izin jahat masuk hidup,Negatif,-1,Kompensasi,0
over late gaji kota panggar,Negatif,-1,Kompensasi,0
salah ciri pasang jahat laku keras fisik verbal surup hajar ampun maaf menang kayak budak tuan pasang luluh maaf siklus ulang,Negatif,-1,Kompensasi,0
dunia dokter jahat normalisasi suka dengar cerita dokter residen suruh butuh salah guru,Negatif,-1,Kompensasi,0
drop alas jahat jahat drop etis versi terima kasih,Negatif,-1,Kompensasi,0
nyata jahat tahan kerja dapur segala-galanya kerja kondisi untung minimal uang,Negatif,-1,Kompensasi,0
jahat jahat,Negatif,-1,Kompensasi,0
bilik lipas kena marah jahat,Negatif,-1,Kompensasi,0
jahat,Negatif,-1,Kompensasi,0
jahat,Negatif,-1,Kompensasi,0
cewek sedih jahat minggu bilang kerja beban rekan kerja sindir salah kerja rekan kerja senior ajar,Negatif,-1,Hubungan,3
cerita kali masuk kerja manager sayang kompetensi jahat,Negatif,-1,Kompensasi,0
kerja cakap orang jahat masuk kerja cakap orang dengki masuk cakap problem cakap problem problem,Negatif,-1,Kompensasi,0
were jahat tekan takut hilang bebas harga pribadi positif,Netral,0,Kompensasi,0
nama jahat busuk buang paksa genggam harap busuk manfaat kedok hikmah racun racun buang rugi,Negatif,-1,Kompensasi,0
jahat kerja vendor vendor banget,Netral,0,Kompensasi,0
punca kerja kerja kerja timpal gaji kena tanggungjawab silap staff alam percaya kerja kerja bagus pangkat drama,Netral,0,Kompensasi,0
jahat orang personal,Negatif,-1,Kompensasi,0
kerja jahat,Negatif,-1,Kompensasi,0
jahat,Negatif,-1,Kompensasi,0
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Negatif,-1,Kompensasi,0
kerja jahat,Negatif,-1,Kompensasi,0
kerja jahat lingkung jahat,Negatif,-1,Kompensasi,0
bahaya banget jahat anggap pasang laki anak laki jahat kasar pasang laki bela anak salah pasang,Negatif,-1,Kompensasi,0
kerja kerja jahat capek banget,Netral,0,Kepuasan Kerja,1
kerja jahat banget anjing,Negatif,-1,Kompensasi,0
kantor lihat jahat,Netral,0,Kompensasi,0
sehat paham batas komunikasi niat jahat protes kekang serang refleksi hormat butuh,Negatif,-1,Kompensasi,0
nasihat kerja jenis jahat orang puji kosong asyik kritik orang salah mata salah orang,Negatif,-1,Kompensasi,0
jenis jahat kerja tarikh gaji kerja bayar kerja sebar ambil elak rapat golong,Negatif,-1,Kompensasi,0
dunia kerja lari jahat kawan kerja gila kawan kerja kawan kerja gaji sikit,Negatif,-1,Kompensasi,0
bahaya hubung jahat sadar rendah arti percaya asli harga hubung jahat,Netral,0,Kompensasi,0
orang jahat kayak lihat tenang salah cari celah langkah laku salah mata gerak alas,Negatif,-1,Kompensasi,0
tanda tanda kerja jahat kerja tukar tukar cakap susah mintak cuti kena perli teruk buli orang kredit kerja orang jahat,Negatif,-1,Kompensasi,0
stop jahat kerja positif sehat layak harga kerja,Positif,1,Kompensasi,0
jahat mahasiswa pola pikir kayak bocah mahasiswa malas kontribusi kerja kelompok suka cari musuh balas sengak,Negatif,-1,Kompensasi,0
usaha jahat keluarga,Negatif,-1,Kompensasi,0
tanda lingkung kerja jahat stres berangkat kerja takut interaksi rekan kerja remeh harga sehat mental fisik ganggu kucil,Negatif,-1,Kepuasan Kerja,1
alas teman jahat bilang ketemu teman cocok arti langsung,Positif,1,Hubungan,3
jahat kerja stop bawang start negatif stop dengar orang bawang takut bawang stop cari salah orang bantu stop orang,Negatif,-1,Kompensasi,0
atur buah usaha debat kerja korea selatan usaha korea bikin atur kerja kantor pagi sore karyawan smoking menit,Positif,1,Kompensasi,0
sumpah kayak lihat kerja jahat bikin stres harap,Negatif,-1,Kepuasan Kerja,1
jenis jahat kerja tarikh gaji kerja bayar kerja sebar ambil elak rapat golong,Negatif,-1,Kompensasi,0
normalisasi lembur bayar karyawan suka drama nyinyir jahat mampus kantor kerja,Negatif,-1,Kompensasi,0
salah bahaya hubung jahat sadar rendah rendah arti minder mudah harga hubung jahat,Negatif,-1,Kompensasi,0
kerja manager kerja masuk aspek keluarga sehat teman spiritual akar manager jahat bahas alas,Negatif,-1,Hubungan,3
tongkrong jahat tinggal entar jahat contoh orang teman ketemu omong bisnis omong mantan sambung,Negatif,-1,Hubungan,3
kerja sempurna kadang kerja stres kadang kerja kadang kerja jenis kuat royan pasal,Positif,1,Kepuasan Kerja,1
lingkung kerja jahat gaji lingkung kerja jahat teman kerja,Negatif,-1,Kompensasi,0
kena tengok cakap duduk orang kerja over orang kadang jahat kerja asah adab ajar,Negatif,-1,Kompensasi,0
sifat pasang potensi jahat malas usaha konsisten kerja kontrol emosi orang luka uang bijak,Negatif,-1,Kompensasi,0
jahat suka jaga tepi kain staff layan suruh orang kerja personal,Negatif,-1,Kompensasi,0
senang pindah kerja kali skala usaha arti ketemu orang jahat jilat tukang cuman beda muka lingkung positif relatif pilih gaji,Negatif,-1,Kompensasi,0
kerja orang dikit jahat kapai kerja were dengar tantang bangga hasil selesai bikin tipes,Netral,0,Kompensasi,0
pikir kerja jahat bikin fokus turun produktivitas sepele salah,Negatif,-1,Kompensasi,0
kerja jahat cari validasi teman kerja keluarga bawa arus kerja sesuai desk pulang pulang kepo urus orang terap prinsip kerja pulang ambil,Negatif,-1,Hubungan,3
teman jahat jatuh kuliah kerja,Negatif,-1,Hubungan,3
pilih rasai kerja lingkung jahat capek kerja,Negatif,-1,Kepuasan Kerja,1
tanda kerja bikin putus ajar pimpin alami mental kerja jahat,Negatif,-1,Kompensasi,0
kerja negatif marah malas pergi kerja kerja teruk kaki bawang kipas gaji kaki bawang ubah perangai orang kerja,Negatif,-1,Kompensasi,0
lingkung kerja jahat habis tiktok,Negatif,-1,Kompensasi,0
kerja fokus lingkung jahat drama alam pahit ajar lingkung kerja dukung tantang tahan mental,Negatif,-1,Hubungan,3
makan siang cerita kerja jahat alamin cerita seru kasih,Negatif,-1,Kompensasi,0
bilang kantor jahat,Negatif,-1,Kompensasi,0
paham banget orang tahan kerja jahat cari kerja susah kudu kerja pakai november kerja juli stres,Negatif,-1,Kepuasan Kerja,1
pengin ijazah kerja jahat tahan lulus kuliah pura capek maaf curhat dikit orang cuman senyum,Negatif,-1,Kepuasan Kerja,1
keluarga beranta cinta gagal kerja jahat indah capek butuh istirahat butuh rumah butuh singgah,Negatif,-1,Kepuasan Kerja,1
kerja kantor jahat,Negatif,-1,Kompensasi,0
istirahat kerja jahat parah istirahat,Negatif,-1,Kompensasi,0
pilih gaji juta kantor nyaman jenjang karir gaji juta kantor jahat jenjang karir gaji juta kerja negeri libur,Positif,1,Kompensasi,0
allah rencana nyata putus orang allah balas kasih orang sayang banget kerja ketemu orang jahat kerja alhamdulillah banget,Positif,1,Kompensasi,0
pilih lingkung kerja jahat gaji keluarga lingkung kerja jahat gaji sepi teman,Negatif,-1,Kompensasi,0
teman jahat jatuh kuliah kerja,Negatif,-1,Hubungan,3
niat motor beli motor mudah anak sekolah niat kerja harap allah jahat person jahat kerja jujur allah penat,Netral,0,Kompensasi,0
lingkung kerja jahat kerja kerja orang cewek sakit jiwa,Negatif,-1,Kompensasi,0
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,Negatif,-1,Kompensasi,0
masuk lingkung jahat banding,Negatif,-1,Kompensasi,0
lingkung kerja olah nikel rokok sedia langgar fatal langsung pecat bawa atur kejam urus pilih mati selamat,Negatif,-1,Kompensasi,0
heran banget lingkung kerja panas jahat kadang atur senior tahi anjing kesel banget orang kayak cari duit lagak gaji songong,Negatif,-1,Kompensasi,0
salah jahat rapat sesuai arah,Negatif,-1,Kompensasi,0
kebelet pengin nyata tekan batin kerja jahat banding stres rumah kondisi,Negatif,-1,Kepuasan Kerja,1
habis lebaran kerja kerja manusia kerja nyaman jahat positif zona admin gudang coba,Positif,1,Kompensasi,0
mami licia pulang kerja jahat ikhlas hati ikhlas bulat,Netral,0,Kompensasi,0
orang betah kerja jahat lembur gaji kerja ikhlas anjir kayak gaji bikin kayak ikhlas pulang malam nama,Negatif,-1,Kompensasi,0
jahat kerja harap anak kena teruk,Negatif,-1,Kompensasi,0
kerja jahat betah kerja teman banget kerja kerja bikin betah baca nabi yunus,Positif,1,Hubungan,3
kayak kerja jahat,Negatif,-1,Kompensasi,0
pengin keluh orang kerja jahat habis,Negatif,-1,Kompensasi,0
coba kerja lingkung jahat kerja allah amin,Netral,0,Kompensasi,0
rindu duduk allah situ jahat kerja,Netral,0,Kompensasi,0
jahat kerja,Negatif,-1,Kompensasi,0
lingkung kerja jahat omong orang cari salah orang goreng informasi asumsi jelek orang goreng informasi sesuai fakta,Negatif,-1,Kompensasi,0
allah capek banget jahat manipulatif kerja,Positif,1,Kepuasan Kerja,1
tetangga jahat singgung orang gosip kena fitnah jelek hati lihat orang sukses kayak fitnah miskin hina,Negatif,-1,Aktualisasi,2
jahat jahat jujur hidup dasar ragu tinggal bawa pengaruh,Negatif,-1,Hubungan,3
sorok bodoh kerja kerja bagus kerja kerja putus amal jahat,Netral,0,Kompensasi,0
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,Negatif,-1,Kompensasi,0
anak jaman ajar beda kerja jahat lihat wajar asumsi justifikasi performa bikin salah kantor,Negatif,-1,Kompensasi,0
kesi jahat lantak orang sorang sorang person,Negatif,-1,Kompensasi,0
gilir sakit paksa kerja apresiasi bilang maaf himpun jahat mending bubar,Negatif,-1,Kompensasi,0
jahat japri marah grup kantor orang wenang diam,Negatif,-1,Kompensasi,0
kerja jahat menat plus mulut cika suka orang suka ampu habis nama buruk orang,Negatif,-1,Kompensasi,0
pilih kantor lingkung jahat biar adil jahat rugi kesel cari muka maksud orang,Negatif,-1,Kompensasi,0
kasih gaji ganti orang jahat yayasan utang tinggal suami,Negatif,-1,Kompensasi,0
kerja negatif marah malas pergi kerja kerja teruk kaki bawang kipas gaji kaki bawang ubah perangai orang kerja,Negatif,-1,Kompensasi,0
pegawai bagus alias jahat terima kerja besok ajar kayak timbang,Netral,0,Kompensasi,0
cerita kerja manila rapat minggu zoom manila kantor muak banget rapat cabut listrik kantor biar rapat putus maaf mati lampu,Positif,1,Kompensasi,0
jahat potensi langgar ketenagakerjaan orang jaman demo mati biar buruh kerja zaman,Negatif,-1,Kompensasi,0
ayah negeri bikin stres mental kena banget kerja lingkung jahat orang rumah mental,Negatif,-1,Kepuasan Kerja,1
stres kerja jahat kerja kerja tahan kerja orang orang reng,Negatif,-1,Kepuasan Kerja,1
lingkung rekan kerja jahat dukung kembang ambil keluarga harap perfek kerja lumayan,Netral,0,Hubungan,3
tinggal kerja jahat gaji bayar,Negatif,-1,Kompensasi,0
banget aura atmosfer kerja jahat kangen bareng kadang bilang capek bingung bilang,Positif,1,Kepuasan Kerja,1
moga jebak jahat kerja,Netral,0,Kompensasi,0
sadar penuh pribadi zona jahat kerja orang mending mending sehat lepas tahap alhamdulillah allah,Netral,0,Kompensasi,0
kerja bikin tekan capek fisik capek mental capek banget kerja kerja jahat ganti karir nyonya nyonya nyonya,Netral,0,Kepuasan Kerja,1
tegur sentap kerja jahat cari nafas keluh sedih bengang stres rungut ketul,Negatif,-1,Kepuasan Kerja,1
sakit kerja jahat sakit kerja tahan menang rumah muak banget menang mati kali,Negatif,-1,Kompensasi,0
kerja jahat hilang masuk manajer kasih saran biar obrol pegawai sapa saran bilang peduli kemarin teman teman kerja,Negatif,-1,Hubungan,3
magang jahat kerja maksud alam kerja bidang stres kena mental stres depresi,Negatif,-1,Kepuasan Kerja,1
lelaki jahat sepah kerja liar lelaki rumah tangga jahat bincang laki bini bawa masuk kerja,Negatif,-1,Kompensasi,0
kerja cari kerja kerja jahat gaji jahat tahan,Negatif,-1,Kompensasi,0
senin ketemu jahat drama kerja lingkung gaji sesuai masuk akal amin,Negatif,-1,Kompensasi,0
nyata lingkung kerja jahat banget,Netral,0,Kompensasi,0
kalah kerja jahat pelit kerja pelit jahat korupsi senior kerja bocah,Negatif,-1,Kompensasi,0
cari kerja kerja sistem lingkung lumayan jahat gaji telat,Negatif,-1,Kompensasi,0
teman kerja kayak cepat kerja takut kerja jahat ling kerja nyaman,Negatif,-1,Hubungan,3
sedih menang pisah kerja jahat parah nyaman bismillah panggil slot kosong,Negatif,-1,Kompensasi,0
allah tolong orang orang jahat kerja,Netral,0,Kompensasi,0
saran mending kerja jahat kuat,Negatif,-1,Kompensasi,0
kerja jahat gaji adem ayem gaji,Negatif,-1,Kompensasi,0
susah kerja jahat pengin renti butuh duit,Negatif,-1,Kompensasi,0
allah moga kerja lingkung nyaman jahat kerja amin tolong mudah allah,Positif,1,Kompensasi,0
kucil keluarga kerja jahat tipu rekan kerja putus juang fokus resin,Netral,0,Hubungan,3
bantu kerja jahat banget banget salah salah sepenuh dinamika partner bikin enek perut banget gara sayang uang,Netral,0,Kompensasi,0
kerja gara-gara kerja jahat cari muka teman kerja kerja kayak kayak,Negatif,-1,Hubungan,3
hati badminton kasihan kerja jahat laku suka enak nyaman bikin suka biar jebak main,Netral,0,Kompensasi,0
sadar lingkung kerja jahat jalan,Negatif,-1,Kompensasi,0
kawan orang kerja limit orang jahat kawan langsung kawan kerja,Netral,0,Kompensasi,0
cewek jahat katai rekan kerja balas kerja loker wajar abai orang kayak,Negatif,-1,Hubungan,3
bingung banget pilih jahat kerja,Negatif,-1,Kompensasi,0
guru sertifikasi ajar rebut akibat suasana kerja jahat,Positif,1,Kompensasi,0
jahat banget kerja,Netral,0,Kompensasi,0
semenjak kerja jahat gampang sakit,Negatif,-1,Kompensasi,0
staff jahat kerja stres,Negatif,-1,Kepuasan Kerja,1
umur lulus kerja cari kerja jahat kerja umur lulus lihat cari gaji jakarta,Netral,0,Kompensasi,0
kultur rumah sakit seringkali lebar relasi dokter awat bidan apoteker runyam dokter dokter apoteker resep obat cocok,Netral,0,Kompensasi,0
jemput teman jahat minus kerja pagi malam lingkung palugada sesuai porsi,Negatif,-1,Hubungan,3
jahat,Negatif,-1,Kompensasi,0
sabar kerja jahat,Netral,0,Kompensasi,0
aduh kocak banget ketawa kantor kerja seru maaf trauma kerja jahat habis,Netral,0,Kompensasi,0
kerja jahat bang pandai,Negatif,-1,Kompensasi,0
kali lingkung kerja jahat surat,Negatif,-1,Kompensasi,0
bilang jahat omong doang gampang orang rasai moga rasai lingkung kerja jahat kontrak kerja besok makan,Netral,0,Kompensasi,0
bodo anjir bolos dasar kerja jahat sono mending,Negatif,-1,Kompensasi,0
kasihan kantor jahat term tenaga kerja kantor salah jaga kantor nilai kantor jujur,Netral,0,Kompensasi,0
kuna jahat kuna,Negatif,-1,Kompensasi,0
cina jahat kerja orang kerja takut jahat rana takut kerja jahat orang muda,Negatif,-1,Kompensasi,0
paksa masuk kerja pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa kerja tidur kaki tangan hilang,Negatif,-1,Kompensasi,0
jahat kwanza jahat bana,Negatif,-1,Kompensasi,0
