teks-kmeans,label,label-klaster,label-aspek,skor-label-aspek-aktual
gampang anak kakak anggur adik lulus orang pensiun jahat,Negatif,3,Kompensasi,0
buram maksud lingkung jahat kayak kayak marah normal,Negatif,3,Kompensasi,0
umur jahat,Negatif,3,Kompensasi,0
definisi stres toksik laku usia tekan henti sokong patut jaga intervensi lang alam dewasa,Negatif,1,Kepuasan Kerja,1
jahat plus kapai,Negatif,3,Kompensasi,0
pengin coba takut salah ambil putus kuat jahat banget usaha keluarga milik keluarga milik rasai susah keluarga notabene jilat,Negatif,3,Kompensasi,0
dunia orang kali kali beda bela lingkung jahat rekan jahat kayak,Negatif,3,Hubungan,3
orang stres rana tugas galas rana perangai setan orang orang henti stres orang keliling jahat,Negatif,1,Kepuasan Kerja,1
jahat diam orang bikin bikin cermin biar kalah sakit egois kayak cermin,Negatif,3,Kompensasi,0
jahat mudah percaya anggap orang,Negatif,3,Kompensasi,0
orang bahagia orang suka geng orang puak orang layan orang tegur tegur orang diam diam gaji bahagia jahat orang drama,Negatif,3,Kompensasi,0
video orang bilang lingkung jahat balas video beliau jahat kasihan mbak pepatah pandu,Negatif,3,Kompensasi,0
nyata lingkung jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Positif,3,Kompensasi,0
jahat pilih diam tahan jahat kejam takut jahat gali rahasia hidup senjata,Negatif,3,Kompensasi,0
tanda budaya jahat kelompok start kelompok mesti gosip jalan pokok goyang angin,Negatif,3,Kompensasi,0
jahat,Negatif,3,Kompensasi,0
selesai cerdas komunikasi wajar emosi sayang dewa orang pintar jahat,Negatif,3,Kompensasi,0
semangat coba cuek balas prestasi ambil hati lingkung jahat karir,Negatif,3,Kompensasi,0
pengin cari aman nyaman harga nyata jahat,Negatif,3,Kompensasi,0
jahat diam malas gaduh over over,Negatif,3,Kompensasi,0
episode jahat,Negatif,3,Kompensasi,0
kantor jahat rupa rejeki terkadang kantor jahat kembang cocok pulang ambil gaji,Negatif,2,Kompensasi,0
takut jahat orang inkompeten usaha bedak julid tinggal cabut sampah inkompeten tukang julid,Negatif,3,Kompensasi,0
sadar kantor jahat suka bilang keluarga,Negatif,3,Kompensasi,0
sikap toleh bagus lepas jahat tinggal jahat bagus amal sikap lepas toilet orang bayar hasil,Negatif,3,Kompensasi,0
perangai orang jahat selesa,Negatif,3,Kompensasi,0
jahat jenis cepat risau over fikir orang talk,Negatif,3,Kompensasi,0
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Negatif,1,Kepuasan Kerja,1
jahat izin jahat masuk hidup,Negatif,3,Kompensasi,0
over late gaji kota panggar,Negatif,0,Kompensasi,0
salah ciri pasang jahat laku keras fisik verbal surup hajar ampun maaf menang kayak budak tuan pasang luluh maaf siklus ulang,Negatif,3,Kompensasi,0
dunia dokter jahat normalisasi suka dengar cerita dokter residen suruh butuh salah guru,Negatif,3,Kompensasi,0
drop alas jahat jahat drop etis versi terima kasih,Negatif,3,Kompensasi,0
nyata jahat tahan dapur segala-galanya kondisi untung minimal uang,Negatif,3,Kompensasi,0
jahat jahat,Negatif,3,Kompensasi,0
bilik lipas kena marah jahat,Negatif,3,Kompensasi,0
jahat,Negatif,3,Kompensasi,0
jahat,Negatif,3,Kompensasi,0
cewek sedih jahat minggu bilang beban rekan sindir salah rekan senior ajar,Negatif,3,Hubungan,3
cerita kali masuk manager sayang kompetensi jahat,Negatif,3,Kompensasi,0
cakap orang jahat masuk cakap orang dengki masuk cakap problem cakap problem problem,Negatif,3,Kompensasi,0
were jahat tekan takut hilang bebas harga pribadi positif,Negatif,3,Kompensasi,0
nama jahat busuk buang paksa genggam harap busuk manfaat kedok hikmah racun racun buang rugi,Negatif,3,Kompensasi,0
jahat vendor vendor banget,Netral,3,Kompensasi,0
punca timpal gaji kena tanggungjawab silap staff alam percaya bagus pangkat drama,Netral,0,Kompensasi,0
jahat orang personal,Negatif,3,Kompensasi,0
jahat,Negatif,3,Kompensasi,0
jahat,Negatif,3,Kompensasi,0
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Negatif,0,Kompensasi,0
jahat,Negatif,3,Kompensasi,0
jahat lingkung jahat,Negatif,3,Kompensasi,0
bahaya banget jahat anggap pasang laki anak laki jahat kasar pasang laki bela anak salah pasang,Negatif,3,Kompensasi,0
jahat capek banget,Netral,3,Kepuasan Kerja,1
jahat banget anjing,Negatif,3,Kompensasi,0
kantor lihat jahat,Negatif,3,Kompensasi,0
sehat paham batas komunikasi niat jahat protes kekang serang refleksi hormat butuh,Negatif,3,Kompensasi,0
nasihat jenis jahat orang puji kosong asyik kritik orang salah mata salah orang,Negatif,3,Kompensasi,0
jenis jahat tarikh gaji bayar sebar ambil elak rapat golong,Negatif,0,Kompensasi,0
dunia lari jahat kawan gila kawan kawan gaji sikit,Negatif,0,Kompensasi,0
bahaya hubung jahat sadar rendah arti percaya asli harga hubung jahat,Negatif,3,Kompensasi,0
orang jahat kayak lihat tenang salah cari celah langkah laku salah mata gerak alas,Negatif,3,Kompensasi,0
tanda tanda jahat tukar tukar cakap susah mintak cuti kena perli teruk buli orang kredit orang jahat,Negatif,3,Kompensasi,0
stop jahat positif sehat layak harga,Negatif,3,Kompensasi,0
jahat mahasiswa pola pikir kayak bocah mahasiswa malas kontribusi kelompok suka cari musuh balas sengak,Negatif,3,Kompensasi,0
usaha jahat keluarga,Negatif,3,Kompensasi,0
tanda lingkung jahat stres berangkat takut interaksi rekan remeh harga sehat mental fisik ganggu kucil,Negatif,1,Kepuasan Kerja,1
alas teman jahat bilang ketemu teman cocok arti langsung,Positif,3,Hubungan,3
jahat stop bawang start negatif stop dengar orang bawang takut bawang stop cari salah orang bantu stop orang,Negatif,3,Kompensasi,0
atur buah usaha debat korea selatan usaha korea bikin atur kantor pagi sore karyawan smoking menit,Negatif,0,Kompensasi,0
sumpah kayak lihat jahat bikin stres harap,Negatif,1,Kepuasan Kerja,1
jenis jahat tarikh gaji bayar sebar ambil elak rapat golong,Negatif,0,Kompensasi,0
normalisasi lembur bayar karyawan suka drama nyinyir jahat mampus kantor,Negatif,3,Kompensasi,0
salah bahaya hubung jahat sadar rendah rendah arti minder mudah harga hubung jahat,Negatif,3,Kompensasi,0
tongkrong jahat tinggal entar jahat contoh orang teman ketemu omong bisnis omong mantan sambung,Negatif,3,Hubungan,3
sempurna kadang stres kadang kadang jenis kuat royan pasal,Negatif,1,Kepuasan Kerja,1
lingkung jahat gaji lingkung jahat teman,Negatif,3,Kompensasi,0
kena tengok cakap duduk orang over orang kadang jahat asah adab ajar,Negatif,3,Kompensasi,0
sifat pasang potensi jahat malas usaha konsisten kontrol emosi orang luka uang bijak,Negatif,3,Kompensasi,0
jahat suka jaga tepi kain staff layan suruh orang personal,Negatif,3,Kompensasi,0
senang kali skala usaha arti ketemu orang jahat jilat tukang cuman beda muka lingkung positif relatif pilih gaji,Negatif,3,Kompensasi,0
orang dikit jahat kapai were dengar tantang bangga hasil selesai bikin tipes,Negatif,3,Kompensasi,0
pikir jahat bikin fokus turun produktivitas sepele salah,Negatif,3,Kompensasi,0
jahat cari validasi teman keluarga bawa arus sesuai desk pulang pulang kepo urus orang terap prinsip pulang ambil,Negatif,3,Hubungan,3
teman jahat jatuh kuliah,Negatif,3,Hubungan,3
pilih rasai lingkung jahat capek,Negatif,3,Kepuasan Kerja,1
tanda bikin putus ajar pimpin alami mental jahat,Negatif,1,Kompensasi,0
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang,Negatif,0,Kompensasi,0
lingkung jahat habis tiktok,Negatif,3,Kompensasi,0
fokus lingkung jahat drama alam pahit ajar lingkung dukung tantang tahan mental,Negatif,3,Hubungan,3
makan siang cerita jahat alamin cerita seru kasih,Negatif,3,Kompensasi,0
bilang kantor jahat,Negatif,3,Kompensasi,0
paham banget orang tahan jahat cari susah kudu pakai november juli stres,Negatif,1,Kepuasan Kerja,1
pengin ijazah jahat tahan lulus kuliah pura capek maaf curhat dikit orang cuman senyum,Negatif,3,Kepuasan Kerja,1
keluarga beranta cinta gagal jahat indah capek butuh istirahat butuh rumah butuh singgah,Negatif,3,Kepuasan Kerja,1
kantor jahat,Negatif,3,Kompensasi,0
istirahat jahat parah istirahat,Negatif,3,Kompensasi,0
pilih gaji juta kantor nyaman jenjang karir gaji juta kantor jahat jenjang karir gaji juta negeri libur,Positif,0,Kompensasi,0
allah rencana nyata putus orang allah balas kasih orang sayang banget ketemu orang jahat alhamdulillah banget,Netral,3,Kompensasi,0
pilih lingkung jahat gaji keluarga lingkung jahat gaji sepi teman,Negatif,3,Kompensasi,0
teman jahat jatuh kuliah,Negatif,3,Hubungan,3
niat motor beli motor mudah anak sekolah niat harap allah jahat person jahat jujur allah penat,Negatif,3,Kompensasi,0
lingkung jahat orang cewek sakit jiwa,Negatif,3,Kompensasi,0
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,Negatif,3,Kompensasi,0
masuk lingkung jahat banding,Negatif,3,Kompensasi,0
lingkung olah nikel rokok sedia langgar fatal langsung pecat bawa atur kejam urus pilih mati selamat,Negatif,0,Kompensasi,0
heran banget lingkung panas jahat kadang atur senior tahi anjing kesel banget orang kayak cari duit lagak gaji songong,Negatif,3,Kompensasi,0
salah jahat rapat sesuai arah,Negatif,3,Kompensasi,0
kebelet pengin nyata tekan batin jahat banding stres rumah kondisi,Negatif,1,Kepuasan Kerja,1
habis lebaran manusia nyaman jahat positif zona admin gudang coba,Negatif,3,Kompensasi,0
mami licia pulang jahat ikhlas hati ikhlas bulat,Negatif,3,Kompensasi,0
orang betah jahat lembur gaji ikhlas anjir kayak gaji bikin kayak ikhlas pulang malam nama,Negatif,0,Kompensasi,0
jahat harap anak kena teruk,Negatif,3,Kompensasi,0
jahat betah teman banget bikin betah baca nabi yunus,Negatif,3,Hubungan,3
kayak jahat,Negatif,3,Kompensasi,0
pengin keluh orang jahat habis,Negatif,3,Kompensasi,0
coba lingkung jahat allah amin,Netral,3,Kompensasi,0
rindu duduk allah situ jahat,Negatif,3,Kompensasi,0
jahat,Negatif,3,Kompensasi,0
lingkung jahat omong orang cari salah orang goreng informasi asumsi jelek orang goreng informasi sesuai fakta,Negatif,3,Kompensasi,0
allah capek banget jahat manipulatif,Positif,3,Kepuasan Kerja,1
tetangga jahat singgung orang gosip kena fitnah jelek hati lihat orang sukses kayak fitnah miskin hina,Negatif,3,Aktualisasi,2
jahat jahat jujur hidup dasar ragu tinggal bawa pengaruh,Negatif,3,Hubungan,3
sorok bodoh bagus putus amal jahat,Netral,3,Kompensasi,0
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,Negatif,3,Kompensasi,0
anak jaman ajar beda jahat lihat wajar asumsi justifikasi performa bikin salah kantor,Negatif,3,Kompensasi,0
kesi jahat lantak orang sorang sorang person,Negatif,3,Kompensasi,0
gilir sakit paksa apresiasi bilang maaf himpun jahat mending bubar,Negatif,3,Kompensasi,0
jahat japri marah grup kantor orang wenang diam,Negatif,3,Kompensasi,0
jahat menat plus mulut cika suka orang suka ampu habis nama buruk orang,Negatif,3,Kompensasi,0
pilih kantor lingkung jahat biar adil jahat rugi kesel cari muka maksud orang,Negatif,3,Kompensasi,0
kasih gaji ganti orang jahat yayasan utang tinggal suami,Negatif,0,Kompensasi,0
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang,Negatif,0,Kompensasi,0
pegawai bagus alias jahat terima besok ajar kayak timbang,Negatif,3,Kompensasi,0
cerita manila rapat minggu zoom manila kantor muak banget rapat cabut listrik kantor biar rapat putus maaf mati lampu,Negatif,0,Kompensasi,0
jahat potensi langgar ketenagakerjaan orang jaman demo mati biar buruh zaman,Negatif,3,Kompensasi,0
ayah negeri bikin stres mental kena banget lingkung jahat orang rumah mental,Negatif,1,Kepuasan Kerja,1
stres jahat tahan orang orang reng,Negatif,1,Kepuasan Kerja,1
lingkung rekan jahat dukung kembang ambil keluarga harap perfek lumayan,Negatif,2,Hubungan,3
tinggal jahat gaji bayar,Negatif,0,Kompensasi,0
banget aura atmosfer jahat kangen bareng kadang bilang capek bingung bilang,Negatif,3,Kepuasan Kerja,1
moga jebak jahat,Netral,3,Kompensasi,0
sadar penuh pribadi zona jahat orang mending mending sehat lepas tahap alhamdulillah allah,Negatif,3,Kompensasi,0
bikin tekan capek fisik capek mental capek banget jahat ganti karir nyonya nyonya nyonya,Netral,3,Kepuasan Kerja,1
tegur sentap jahat cari nafas keluh sedih bengang stres rungut ketul,Negatif,1,Kepuasan Kerja,1
sakit jahat sakit tahan menang rumah muak banget menang mati kali,Negatif,3,Kompensasi,0
jahat hilang masuk manajer kasih saran biar obrol pegawai sapa saran bilang peduli kemarin teman teman,Negatif,3,Hubungan,3
magang jahat maksud alam bidang stres kena mental stres depresi,Negatif,1,Kepuasan Kerja,1
lelaki jahat sepah liar lelaki rumah tangga jahat bincang laki bini bawa masuk,Negatif,3,Kompensasi,0
cari jahat gaji jahat tahan,Negatif,3,Kompensasi,0
senin ketemu jahat drama lingkung gaji sesuai masuk akal amin,Negatif,3,Kompensasi,0
nyata lingkung jahat banget,Negatif,3,Kompensasi,0
kalah jahat pelit pelit jahat korupsi senior bocah,Negatif,3,Kompensasi,0
cari sistem lingkung lumayan jahat gaji telat,Negatif,3,Kompensasi,0
teman kayak cepat takut jahat ling nyaman,Negatif,3,Hubungan,3
sedih menang pisah jahat parah nyaman bismillah panggil slot kosong,Negatif,3,Kompensasi,0
allah tolong orang orang jahat,Negatif,3,Kompensasi,0
saran mending jahat kuat,Negatif,3,Kompensasi,0
jahat gaji adem ayem gaji,Negatif,0,Kompensasi,0
susah jahat pengin renti butuh duit,Negatif,3,Kompensasi,0
allah moga lingkung nyaman jahat amin tolong mudah allah,Positif,3,Kompensasi,0
kucil keluarga jahat tipu rekan putus juang fokus resin,Negatif,3,Hubungan,3
bantu jahat banget banget salah salah sepenuh dinamika partner bikin enek perut banget gara sayang uang,Negatif,3,Kompensasi,0
gara-gara jahat cari muka teman kayak kayak,Negatif,3,Hubungan,3
hati badminton kasihan jahat laku suka enak nyaman bikin suka biar jebak main,Negatif,3,Kompensasi,0
sadar lingkung jahat jalan,Negatif,3,Kompensasi,0
kawan orang limit orang jahat kawan langsung kawan,Negatif,3,Kompensasi,0
cewek jahat katai rekan balas loker wajar abai orang kayak,Negatif,3,Hubungan,3
bingung banget pilih jahat,Negatif,3,Kompensasi,0
guru sertifikasi ajar rebut akibat suasana jahat,Negatif,3,Kompensasi,0
jahat banget,Netral,3,Kompensasi,0
semenjak jahat gampang sakit,Negatif,3,Kompensasi,0
staff jahat stres,Negatif,1,Kepuasan Kerja,1
umur lulus cari jahat umur lulus lihat cari gaji jakarta,Negatif,0,Kompensasi,0
kultur rumah sakit seringkali lebar relasi dokter awat bidan apoteker runyam dokter dokter apoteker resep obat cocok,Negatif,0,Kompensasi,0
jemput teman jahat minus pagi malam lingkung palugada sesuai porsi,Negatif,3,Hubungan,3
jahat,Negatif,3,Kompensasi,0
sabar jahat,Netral,3,Kompensasi,0
aduh kocak banget ketawa kantor seru maaf trauma jahat habis,Netral,3,Kompensasi,0
jahat bang pandai,Negatif,3,Kompensasi,0
kali lingkung jahat surat,Negatif,3,Kompensasi,0
bilang jahat omong doang gampang orang rasai moga rasai lingkung jahat kontrak besok makan,Negatif,3,Kompensasi,0
bodo anjir bolos dasar jahat sono mending,Negatif,3,Kompensasi,0
kasihan kantor jahat term tenaga kantor salah jaga kantor nilai kantor jujur,Negatif,3,Kompensasi,0
kuna jahat kuna,Negatif,3,Kompensasi,0
cina jahat orang takut jahat rana takut jahat orang muda,Negatif,3,Kompensasi,0
paksa masuk pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa tidur kaki tangan hilang,Negatif,0,Kompensasi,0
jahat kwanza jahat bana,Negatif,3,Kompensasi,0
